No,Level,Word,Pronunciation,Meaning,Example,NaverPron,PDFPage
60,A1,bathroom,"IPA/ˈbæθˌrum, - | ˌrʊm/","[명](in or of a room with bath, etc.)욕실 | [명]US (in or of a toilet, restroom)화장실",bathroom. | I scrubbed the bathroom sink until it sparkled. | Don't forget to lock the bathroom door.,네이버발음,9
61,A1,be,"IPA/bi; | unstressed bi, | bɪ/ | USA","[동(자)](condition: age) (나이)~이다 | [동(조)](with present participle: continuous)~하고 있다 | [동(조)](with present participle: future) (현재분사: 미래)~할 예 | 정인 | [동(조)](with past participle: passive) (과거분사: 수동)~하게 | 된, ~당한 | [명](sand by sea)해변 | [동(타)]beach [sth]: often passive (wash up onto beach)~을",She is a police officer. | Robert is ten years old. | Teresa is eating her dinner at the moment. | We are playing tennis this weekend. | My wallet was stolen yesterday. | The Isle of Wight has over sixty miles of beach. | The whale was beached off the coast of Scotland. The crew,네이버발음,10
62,A1,beach,pronunciation: | IPA/bitʃ/ | USA,"해변으로 휩쓸어 보내다 | [동(자)](wash up onto beach)해변으로 휩쓸려 오다 | [형](delightful to look at)보기 좋은, 아름다운",beached the boat and went ashore. | The whale beached on the Cornish shore. | What a beautiful view of the sea!,네이버발음,10
63,A1,beautiful,pronunciation: | IPA/ˈbjutəfəl/ | USA | pronunciation:,"[형](person: very attractive) (사람)아름다운, 예쁜 | [형](experience: lovely) (경험)훌륭한, 아주 멋진, 아주 좋은 | [접](due to the fact that)~때문에, ~덕분에 | [전]because of (owing to, on account of)~때문에, ~로 인해 | [부]informal (avoiding explanation) (설명을 회피하며, 비격식)",Your daughter is beautiful. | That was a beautiful day. | I was late because I forgot to set my alarm clock. | I was late because of heavy traffic.,네이버발음,10
64,A1,because,"IPA/bɪˈkɔz, - | ˈkʌz/ | USA","아무튼, 여하튼 | [전]informal (with noun or adjective: because of) (비격식)때문 | 에, 덕분에 | [동(자)]become [sth/sb] (grow to be [sth], [sb])~가 되다 | [동(타)]become [sth] (change into [sth], [sb])~가 되다, ~로 탈 | 바꿈하다, (동물) ~로 변태하다","""Why won't you let me go to the party?"" ""Because."" | It's a beautiful day today and I'm happy ... because sunshine! | That client is becoming quite a problem. | The caterpillar became a moth.",네이버발음,10
65,A1,become,pronunciation: | IPA/bɪˈkʌm/ | USA,"[동(타)]become [sb] (be appropriate, suitable)~에게 적합하다 | [동(타)]become [sb]: formal (suit, look good on [sb]) (옷 등)~ | 에게 어울리다 | [명](furniture for sleeping)침대 | [명](patient's cot) (병실)침대",It doesn't become someone in your position to behave in that | way. | Your new suit becomes you very well. | I will put clean sheets on your bed. | The ward has six beds and a view over the hospital grounds.,네이버발음,10
66,A1,bed,pronunciation: | IPA/bɛd/ | USA | pronunciation:,"[명](lodging)숙소, 숙박지 | [명](resting place)쉼터, 휴식처 | [명](road layer) (도로)층, 바닥",He was looking for a bed for the night. | The cat went looking for a bed in the sun. | The road was made of tar and stones on a bed of gravel.,네이버발음,10
67,A1,bedroom,"IPA/ˈbɛdˌrum, - | ˌrʊm/ | USA",[명](room for sleeping)침실 | She slept in her bedroom. | [명]uncountable (alcoholic beverage) (불가산 명사)맥주,Young Americans drink a lot of beer.,네이버발음,10
68,A1,beer,pronunciation: | IPA/bɪr/ | USA,"[명]countable (glass or can of beer) (가산 명사)맥주 | [접](at an earlier time than)~ 전에, ~에 앞서 | [전](earlier than)~에 앞서, ~보다 먼저, ~전에",Can you bring us four beers? | He could drive a car before he learned how to ride a bike. | Simon threw the newspaper in the trash before I had a | chance to read it. | You should finish your homework before dinner.,네이버발음,10
69,A1,before,pronunciation: | IPA/bɪˈfɔr/ | USA,"[전](preceding in order)~전에, ~앞에 | [부](in the past) (과거에)전에 | [부](earlier, sooner)더 일찍 | [동(타)]begin [sth] (start: an activity)~가 시작하다 | [동(타)]begin [sth] (start off)~을 시작하다 | [동(타)]begin doing [sth] (start: doing)~하기 시작하다 | [동(자)]begin to do [sth] (start: to do)~하기 시작하다","The letter 'b' comes before the letter 'c'. | Have you been here before? | I would have written before, but I didn't have your new | address. | Liz begins her homework as soon as she gets home. | The priest begins the church service with a song. | In any discussion, Wendy is always first to begin disagreeing. | The water began to boil in the pan. | This project looks difficult, but the sooner we begin, the",네이버발음,10
70,A1,begin,pronunciation: | IPA/bɪˈgɪn/,"[동(자)](start doing)시작하다 | [동(자)](event: start) (행사)시작하다 | [동(자)](come into being)시작되다, 접어들다 | [동(자)](start speaking) (비유)입을 떼다, 입을 열다","sooner we'll be finished. | The crowd was waiting for the concert to begin. | A rooster crows as the day begins. | ""You must be wondering"", the detective began, ""why I've | brought you all here.""",네이버발음,10
71,A1,beginning,pronunciation: | IPA/bɪˈgɪnɪŋ/ | USA,"[명](origin)시초, 기원 | [명(복)]beginnings (early stages)초창기, 초기 | [형](stages, phase: early)초반인, 처음인 | [형](not yet experienced)초보인 | [전](to the rear of)~ 뒤에 | [전](less developed)뒤처진",Their rivalry has its beginning in their early schooldays. | Walmart had its beginnings as a small retail store in | Arkansas. | I am still only in the beginning stages of my recovery. | This book contains tips and advice for the beginning runner. | The bank worker is standing behind the counter. | Much of Africa lags behind the West in economic terms.,네이버발음,11
72,A1,behind,pronunciation: | IPA/bɪˈhaɪnd/ | USA,"[부](to the rear)뒤에, 뒤쪽에 | [명]informal (buttocks)뒤 | [동(타)]believe, believe that (have faith)~을 믿다 | [동(타)]believe, believe that (with clause: have confidence)~ | 라고 자신하다, 확신하다","I recognise the boys in the front row of the photo, but who are | the two standing behind? | The father gave his disobedient son a swift kick in the behind. | I believe God exists. | I believe he will return as promised.",네이버발음,11
73,A1,believe,pronunciation: | IPA/bɪˈliv/ | USA,"[동(타)]believe, believe that (with clause: think, suppose)생각 | 하다, 추측하다 | [동(타)]believe [sb] (trust)~을 신뢰하다, ~을 믿다 | [동(타)]believe [sth] (trust)~을 신뢰하다, ~을 믿다 | [전](lower down than)~보다 아래에 | [전](at a lower temperature)~보다 저온에 | [전](lower in amount, rate)~보다 적게","I believe that it won't rain tomorrow, but I'm not sure. | He said he saw it and I believe him. | I never believe the TV weather forecast. | The coffee maker is kept below the coffee cups. | Red wine should not be served below room temperature. | He would not sell it for anything below twenty dollars.",네이버발음,11
74,A1,below,pronunciation: | IPA/bɪˈloʊ/ | USA,"[전](rank: lower than) (계급, 지위)~보다 아래에 | [전](of lower rank than) (계급, 지위)~보다 아래인, ~보다 낮은 | [부](on a lower floor, downstairs)아랫층에 | [부](temperature: below freezing) (온도)이하, 영하 | [형]best, the best (most excellent)가장 훌륭한, 최고의, 최상의 | [형]best, the best (most suitable)가장 적당한, 가장 적합한, 가 | 장 알맞은 | [형]best, the best (most advantageous)가장 유리한, 최선의 | [부]best, the best (superlative of well) (well의 최상급)가장 잘, | 가장 훌륭하게","Does a sergeant rank below a colonel? | She would not speak to anyone who was below her. | I left the hammer below in the cellar. | The temperature in parts of Canada right now is 35 below. | That's the best film I've ever seen. | He is the best candidate for the job. | What's the best thing we could do right now? | Of all the singers, she sings best.",네이버발음,11
75,A1,best,pronunciation: | IPA/bɛst/ | USA,"[부]best, the best (most fully)제일, 가장 완벽하게, 가장 완전 | 히 | [부](to the highest degree)제일, 가장, 최고 | [감]Best: written, informal (closing letter, email: All the best) | (편지 마무리, 문어)이만 줄입니다, 이만 줄이며 | [명]the best ([sb] or [sth] superior to all others)최고 | [부](to higher degree, quality) (능력)더 잘, 더 좋게 | [부](in a superior way) (방식)더 잘, 더 좋게 | [형](superior)더 잘, 더 나은 | [형](of higher quality) (질, 퀄리티)더 좋은, 더 나은","I like him best. | She's the best qualified member of the team. | Look forward to hearing from you. Best, Deborah. | Of all the cities I've visited, Prague was the best. | He plays the guitar better than Jimi Hendrix. | To serve you better we have provided free coffee at the | entrance. | He's better at tennis than I am.",네이버발음,11
76,A1,better,pronunciation: | IPA/ˈbɛtɚ/ | USA,"[형](of greater value)더 나은, 더 가치 있는 | [형](of greater use)더 쓸모 있는, 더 유용한 | [형](healthier)더 건강한, 더 나은 | [부](more completely)더 잘 | [전](intermediate to)~과 ~ 사이에 | [전](connecting)~을 연결하는, 잇는 | [전](comparing)~과 ~ 둘 중에",This essay is better than the last one you wrote. | Getting it done now is better than waiting until the morning. | A mallet is better than a hammer for driving in tent pegs. | Are you feeling any better? | You remember it better than I do. | Chicago is between New York and Los Angeles. | There is a bridge between the two shores. | I'm trying to decide between the red car and the blue one. | We're going to split the bill between the two of us.,네이버발음,11
77,A1,between,pronunciation: | IPA/bɪˈtwin/ | USA,"[전](shared) (분배, 공유)~끼리, ~사이에 | [전](among)~사이에서 | [전](distinguishing) (구분)~중에서 | [전](secret: only known to) (비밀)~끼리만 | [명](two-wheeled pedal bike)자전거","I picked my way between the tourists, looking for a good spot | to have lunch. | It's not always easy to distinguish between right and wrong. | Let's keep this information between you and me. | Riding a bicycle is dangerous on narrow roads.",네이버발음,11
78,A1,bicycle,pronunciation: | IPA/ˈbaɪsɪkəl/ | USA,"[동(자)](ride a bike)자전거를 타다 | [형](large) (크기)큰, 커다란 | [형]informal (number: high) (숫자)큰",Jane enjoys bicycling to the market on sunny days. | The city has a big stadium. | A trillion is a big number.,네이버발음,11
79,A1,big,pronunciation: | IPA/bɪg/,"[형]informal (important, major)엄청난, 중대한 | [형](loud) (소리)큰 | [형]informal (sibling: older) (형제자매)연상인, 손위의",My upbringing had a big influence on the way I view poverty. | The engine exploded with a big bang and a cloud of smoke. | My big sister's always mean to me.,네이버발음,11
80,A1,bike,pronunciation: | IPA/baɪk/ | USA,"[동(자)]bike, go biking: informal (ride a bicycle)자전거를 타다 | [동(자)]bike, go biking: informal (ride a motorcycle)오토바이를 | 타다, 바이크를 타다 | [명]US (paper money, banknote)지폐 | [명](invoice)청구서, 계산서 | [명]UK (restaurant, hotel: amount owed)계산서 | [동(타)]bill [sb] (charge)~에게 청구서를 보내다, ~에게 청구하","We are going to bike to the store. | Last weekend I went biking on my brother's 500cc | motorcycle. | I have three twenty-dollar bills. | I received the electricity bill in the mail yesterday. | Waiter, could you please bring me the bill?",네이버발음,12
